tips	new_tips
GCF.000503775.1.Bacteria.Firmicutes_NZ_KI629782.1_1097	GCF.000503775.1.Bacteria.Firmicutes_1
GCF.000218765.1.Bacteria.Firmicutes_WP_007506265.1	GCF.000218765.1.Bacteria.Firmicutes_1
GCF.001653195.1.Bacteria.Firmicutes_NZ_JXBB01000001.1_117	GCF.001653195.1.Bacteria.Firmicutes_1
GCA.002746185.1.Bacteria.Hydrogenedentota_NVWG01000145.1_2	GCA.002746185.1.Bacteria.Hydrogenedentota_1
GCA.003477185.1.Bacteria.Verrucomicrobiota_DMTJ01000474.1_13	GCA.003477185.1.Bacteria.Verrucomicrobiota_1
GCA.002710215.1.Bacteria.Chloroflexota_PAJQ01000027.1_32	GCA.002710215.1.Bacteria.Chloroflexota_1
GCA.002721445.1.Bacteria.Chloroflexota_PBKN01000005.1_355	GCA.002721445.1.Bacteria.Chloroflexota_1
GCA.002708145.1.Bacteria.Chloroflexota_PAOV01000007.1_44	GCA.002708145.1.Bacteria.Chloroflexota_1
GCA.002728355.1.Bacteria.Proteobacteria_PBXG01000031.1_22	GCA.002728355.1.Bacteria.Proteobacteria_1
GCA.002717925.1.Bacteria.Chloroflexota_PBCI01000015.1_46	GCA.002717925.1.Bacteria.Chloroflexota_1
GCF.002902625.1.Bacteria.Firmicutes_NZ_PPRG01000057.1_1	GCF.002902625.1.Bacteria.Firmicutes_1
GCA.001769655.1.Bacteria.Bacteroidota_MEPC01000024.1_360	GCA.001769655.1.Bacteria.Bacteroidota_1
GCF.900142435.1.Bacteria.Aquificota_NZ_LT670846.1_301	GCF.900142435.1.Bacteria.Aquificota_1
GCA.002717805.1.Bacteria.Chloroflexota_PBBS01000020.1_5	GCA.002717805.1.Bacteria.Chloroflexota_1
GCA.002450835.1.Bacteria.Chloroflexota_DKAM01000006.1_21	GCA.002450835.1.Bacteria.Chloroflexota_1
GCA.002898535.1.Bacteria.Acidobacteriota_BEHN01000002.1_195	GCA.002898535.1.Bacteria.Acidobacteriota_1
GCA.002712885.1.Bacteria.Acidobacteriota_PAUN01000074.1_12	GCA.002712885.1.Bacteria.Acidobacteriota_1
GCA.002702065.1.Bacteria.Chloroflexota_NZXX01000002.1_628	GCA.002702065.1.Bacteria.Chloroflexota_1
GCA.002717565.1.Bacteria.Chloroflexota_PBAZ01000001.1_52	GCA.002717565.1.Bacteria.Chloroflexota_1
GCA.003228115.1.Bacteria.Chloroflexota_QEVV01000002.1_56	GCA.003228115.1.Bacteria.Chloroflexota_1
GCA.002727195.1.Bacteria.Latescibacterota_PBWH01000023.1_176	GCA.002727195.1.Bacteria.Latescibacterota_1
GCA.002683135.1.Bacteria.Planctomycetota_NYSS01000094.1_24	GCA.002683135.1.Bacteria.Planctomycetota_1
GCA.002311335.1.Bacteria.Desulfobacterota.B_DBZX01000058.1_26	GCA.002311335.1.Bacteria.Desulfobacterota.B_1
GCA.003243965.1.Bacteria.Chloroflexota_QHBO01000016.1_58	GCA.003243965.1.Bacteria.Chloroflexota_1
GCA.003138355.1.Bacteria.Actinobacteriota_PLFX01000031.1_13	GCA.003138355.1.Bacteria.Actinobacteriota_1
GCA.003138355.1.Bacteria.Actinobacteriota_PLFX01000021.1_37	GCA.003138355.1.Bacteria.Actinobacteriota_2
GCA.003247575.1.Bacteria.Myxococcota.A_QJZC01000010.1_51	GCA.003247575.1.Bacteria.Myxococcota.A_1
GCA.002724675.1.Bacteria.Myxococcota.A_PBPL01000061.1_16	GCA.002724675.1.Bacteria.Myxococcota.A_1
GCF.000969705.1.Bacteria.Actinobacteriota_NZ_KQ033901.1_1298	GCF.000969705.1.Bacteria.Actinobacteriota_1
GCA.003021615.1.Bacteria.Actinobacteriota_PXPH01000058.1_22	GCA.003021615.1.Bacteria.Actinobacteriota_1
GCF.000015025.1.Bacteria.Actinobacteriota_NC_008578.1_1679	GCF.000015025.1.Bacteria.Actinobacteriota_1
GCA.003244045.1.Bacteria.Dormibacterota_QHBU01000072.1_6	GCA.003244045.1.Bacteria.Dormibacterota_1
GCA.002451015.1.Bacteria.Acidobacteriota_DKBB01000311.1_8	GCA.002451015.1.Bacteria.Acidobacteriota_1
GCA.002238415.1.Bacteria.Desulfobacterota.B_MPMI01000017.1_81	GCA.002238415.1.Bacteria.Desulfobacterota.B_1
GCA.001784175.1.Bacteria.Lindowbacteria_MFPR01000004.1_460	GCA.001784175.1.Bacteria.Lindowbacteria_1
GCA.003222815.1.Bacteria.Acidobacteriota_QHXC01000158.1_1	GCA.003222815.1.Bacteria.Acidobacteriota_1
GCA.002347965.1.Bacteria.UBA2233_DDYN01000006.1_10	GCA.002347965.1.Bacteria.UBA2233_1
GCA.002238705.1.Bacteria.Acidobacteriota_MPMW01000166.1_2	GCA.002238705.1.Bacteria.Acidobacteriota_1
GCA.002748355.1.Bacteria.Planctomycetota_PDSF01000026.1_168	GCA.002748355.1.Bacteria.Planctomycetota_1
GCA.002746235.1.Bacteria.Planctomycetota_NVWJ01000001.1_86	GCA.002746235.1.Bacteria.Planctomycetota_1
GCA.001771285.1.Bacteria.Methylomirabilota_METI01000006.1_22	GCA.001771285.1.Bacteria.Methylomirabilota_1
GCA.002693325.1.Bacteria.Latescibacterota_NZPK01000027.1_16	GCA.002693325.1.Bacteria.Latescibacterota_1
GCA.001914955.1.Bacteria.Nitrospirota_MNDM01000028.1_3	GCA.001914955.1.Bacteria.Nitrospirota_1
GCA.002712885.1.Bacteria.Acidobacteriota_PAUN01000072.1_26	GCA.002712885.1.Bacteria.Acidobacteriota_2
GCA.003220615.1.Bacteria.Methylomirabilota_QHTB01000147.1_34	GCA.003220615.1.Bacteria.Methylomirabilota_1
GCA.003221825.1.Bacteria.Gemmatimonadota_QHUE01000201.1_2	GCA.003221825.1.Bacteria.Gemmatimonadota_1
GCA.002483445.1.Bacteria.Acidobacteriota_DLHY01000163.1_122	GCA.002483445.1.Bacteria.Acidobacteriota_1
GCA.003223975.1.Bacteria.Acidobacteriota_QHXS01000222.1_5	GCA.003223975.1.Bacteria.Acidobacteriota_1
GCA.002708005.1.Bacteria.Verrucomicrobiota_PAOJ01000074.1_8	GCA.002708005.1.Bacteria.Verrucomicrobiota_1
GCA.002731275.1.Bacteria.Myxococcota_PCBK01000017.1_7	GCA.002731275.1.Bacteria.Myxococcota_1
GCA.003140235.1.Bacteria.Acidobacteriota_PLJN01000084.1_8	GCA.003140235.1.Bacteria.Acidobacteriota_1
GCA.003131705.1.Bacteria.Acidobacteriota_PKUY01000346.1_6	GCA.003131705.1.Bacteria.Acidobacteriota_1
GCA.002364485.1.Bacteria.Planctomycetota_DEYK01000033.1_70	GCA.002364485.1.Bacteria.Planctomycetota_1
GCF.001942305.1.Bacteria.Actinobacteriota_NZ_MKKE01000029.1_46	GCF.001942305.1.Bacteria.Actinobacteriota_1
GCF.000384115.1.Bacteria.Actinobacteriota_NZ_KB913029.1_4402	GCF.000384115.1.Bacteria.Actinobacteriota_1
GCF.003047285.1.Bacteria.Actinobacteriota_NZ_PZYX01000005.1_75	GCF.003047285.1.Bacteria.Actinobacteriota_1
GCF.004348535.1.Bacteria.Actinobacteriota_NZ_SMJX01000105.1_2	GCF.004348535.1.Bacteria.Actinobacteriota_1
GCF.900106035.1.Bacteria.Actinobacteriota_NZ_FNUC01000003.1_2002	GCF.900106035.1.Bacteria.Actinobacteriota_1
GCF.003443735.1.Bacteria.Actinobacteriota_NZ_CP031969.1_6220	GCF.003443735.1.Bacteria.Actinobacteriota_1
GCF.001591405.1.Bacteria.Actinobacteria_NZ_BCUV01000003.1_18	GCF.001591405.1.Bacteria.Actinobacteria_1
GCF.003047285.1.Bacteria.Actinobacteriota_NZ_PZYX01000013.1_101	GCF.003047285.1.Bacteria.Actinobacteriota_2
GCA.001780165.1.Bacteria.Eisenbacteria_MFFQ01000075.1_22	GCA.001780165.1.Bacteria.Eisenbacteria_1
GCA.002238965.1.Bacteria.UBA8248_MPNJ01000005.1_148	GCA.002238965.1.Bacteria.UBA8248_1
GCF.900111015.1.Bacteria.Proteobacteria_NZ_FOFS01000003.1_295	GCF.900111015.1.Bacteria.Proteobacteria_1
GCF.000374645.1.Bacteria.Proteobacteria_NZ_KB894800.1_149	GCF.000374645.1.Bacteria.Proteobacteria_1
GCA.003151665.1.Bacteria.Dormibacterota_PLYD01000247.1_23	GCA.003151665.1.Bacteria.Dormibacterota_1
GCA.001771285.1.Bacteria.Methylomirabilota_METI01000019.1_9	GCA.001771285.1.Bacteria.Methylomirabilota_2
GCA.002352645.1.Bacteria.Actinobacteriota_DEIU01000067.1_23	GCA.002352645.1.Bacteria.Actinobacteriota_1
GCA.002413185.1.Bacteria.Actinobacteriota_DHWM01000005.1_15	GCA.002413185.1.Bacteria.Actinobacteriota_1
GCA.002722565.1.Bacteria.Actinobacteriota_PBMG01000017.1_48	GCA.002722565.1.Bacteria.Actinobacteriota_1
GCA.003140175.1.Bacteria.Actinobacteriota_PLJD01000046.1_8	GCA.003140175.1.Bacteria.Actinobacteriota_1
GCA.002159155.1.Bacteria.Firmicutes.G_LZRQ01000059.1_7	GCA.002159155.1.Bacteria.Firmicutes.G_1
GCA.003242195.1.Bacteria.Firmicutes.E_QGUQ01000049.1_1	GCA.003242195.1.Bacteria.Firmicutes.E_1
GCA.002898575.1.Bacteria.Armatimonadota_BEHT01000005.1_79	GCA.002898575.1.Bacteria.Armatimonadota_1
GCA.002687025.1.Bacteria.Poribacteria_NYZG01000338.1_10	GCA.002687025.1.Bacteria.Poribacteria_1
GCA.002686915.1.Bacteria.ARS69_NYYY01000082.1_2	GCA.002686915.1.Bacteria.ARS69_1
GCA.002705185.1.Bacteria.Nitrospinota_PAJA01000051.1_20	GCA.002705185.1.Bacteria.Nitrospinota_1
GCA.000406005.1.Bacteria.Poribacteria_ASZN01000098.1_13	GCA.000406005.1.Bacteria.Poribacteria_1
GCA.003152325.1.Bacteria.Acidobacteriota_PLZX01000082.1_11	GCA.003152325.1.Bacteria.Acidobacteriota_1
GCA.002404095.1.Bacteria.Planctomycetota_DHJA01000220.1_11	GCA.002404095.1.Bacteria.Planctomycetota_1
GCF.900129635.1.Bacteria.Planctomycetota_NZ_FSRB01000001.1_3896	GCF.900129635.1.Bacteria.Planctomycetota_1
